,Place,Term,Suffix,First_Letter,First_Two_Letter,First_Three_Letter,First_Four_Letter,Last_Letter,Last_Two_Letter,Last_Three_Letter,Last_Four_Letter,First_Letter_Type,Last_Letter_Type,Length,Second_Letter,Second_Letter_Type,Third_Letter,Third_Letter_Type,Fourth_Letter,Fourth_Letter_Type,Second_Last_Letter,Second_Last_Letter_Type,Third_Last_Letter,Third_Last_Letter_Type,Fourth_Last_Letter,Fourth_Last_Letter_Type
162,Ainaro,Ainaronese,nese,A,Ai,Ain,Aina,o,ro,aro,naro,vowel,vowel,6,i,vowel,n,consanent,a,vowel,r,consanent,a,vowel,n,consanent
163,Ajka,Ajkai,i,A,Aj,Ajk,Ajka,a,ka,jka,Ajka,vowel,vowel,4,j,consanent,k,consanent,a,vowel,k,consanent,j,consanent,A,vowel
164,Ajloun,Ajlouni,i,A,Aj,Ajl,Ajlo,n,un,oun,loun,vowel,consanent,6,j,consanent,l,consanent,o,vowel,u,vowel,o,vowel,l,consanent
165,Ajmer,Ajmeri,i,A,Aj,Ajm,Ajme,r,er,mer,jmer,vowel,consanent,5,j,consanent,m,consanent,e,vowel,e,vowel,m,consanent,j,consanent
166,Akashi,Akashians,ans,A,Ak,Aka,Akas,i,hi,shi,ashi,vowel,vowel,6,k,consanent,a,vowel,s,consanent,h,consanent,s,consanent,a,vowel
167,Akatsi,Akatsians,ans,A,Ak,Aka,Akat,i,si,tsi,atsi,vowel,vowel,6,k,consanent,a,vowel,t,consanent,s,consanent,t,consanent,a,vowel
168,Akershus,Akershusinger,inger,A,Ak,Ake,Aker,s,us,hus,shus,vowel,consanent,8,k,consanent,e,vowel,r,consanent,u,vowel,h,consanent,s,consanent
169,Aketi,Aketians,ans,A,Ak,Ake,Aket,i,ti,eti,keti,vowel,vowel,5,k,consanent,e,vowel,t,consanent,t,consanent,e,vowel,k,consanent
170,Akim Oda,Akim Odans,ns,A,Ak,Aki,Akim,a,da,Oda, Oda,vowel,vowel,8,k,consanent,i,vowel,m,consanent,d,consanent,O,vowel, ,consanent
171,Akita,Akitans,ns,A,Ak,Aki,Akit,a,ta,ita,kita,vowel,vowel,5,k,consanent,i,vowel,t,consanent,t,consanent,i,vowel,k,consanent
172,Akjoujt,Akjoujtois,ois,A,Ak,Akj,Akjo,t,jt,ujt,oujt,vowel,consanent,7,k,consanent,j,consanent,o,vowel,j,consanent,u,vowel,o,vowel
173,Akkar,Akkaris,is,A,Ak,Akk,Akka,r,ar,kar,kkar,vowel,consanent,5,k,consanent,k,consanent,a,vowel,a,vowel,k,consanent,k,consanent
174,Ak'ordat,Ak'ordatans,ans,A,Ak,Ak',Ak'o,t,at,dat,rdat,vowel,consanent,8,k,consanent,',consanent,o,vowel,a,vowel,d,consanent,r,consanent
176,Akron,Akronites,ites,A,Ak,Akr,Akro,n,on,ron,kron,vowel,consanent,5,k,consanent,r,consanent,o,vowel,o,vowel,r,consanent,k,consanent
177,Akropong,Akropongans,ans,A,Ak,Akr,Akro,g,ng,ong,pong,vowel,consanent,8,k,consanent,r,consanent,o,vowel,n,consanent,o,vowel,p,consanent
178,Aksaray,Aksarayli,li,A,Ak,Aks,Aksa,y,ay,ray,aray,vowel,consanent,7,k,consanent,s,consanent,a,vowel,a,vowel,r,consanent,a,vowel
179,Akure,Akureans,ans,A,Ak,Aku,Akur,e,re,ure,kure,vowel,vowel,5,k,consanent,u,vowel,r,consanent,r,consanent,u,vowel,k,consanent
181,Al,Alinger,inger,A,Al,Al,Al,l,Al,l,Al,vowel,consanent,2,l,consanent,,,,,A,vowel,,,,
182,Al Bayda,Al Baydans,ns,A,Al,Al ,Al B,a,da,yda,ayda,vowel,vowel,8,l,consanent, ,consanent,B,consanent,d,consanent,y,consanent,a,vowel
183,Al Daayen,Al Daayenis,is,A,Al,Al ,Al D,n,en,yen,ayen,vowel,consanent,9,l,consanent, ,consanent,D,consanent,e,vowel,y,consanent,a,vowel
184,Al Fashir,Al Fashirians,ians,A,Al,Al ,Al F,r,ir,hir,shir,vowel,consanent,9,l,consanent, ,consanent,F,consanent,i,vowel,h,consanent,s,consanent
185,Al Ghuwairiya,Al Ghuwairiyans,ns,A,Al,Al ,Al G,a,ya,iya,riya,vowel,vowel,13,l,consanent, ,consanent,G,consanent,y,consanent,i,vowel,r,consanent
186,Al Jawf,Al Jawfans,ans,A,Al,Al ,Al J,f,wf,awf,Jawf,vowel,consanent,7,l,consanent, ,consanent,J,consanent,w,consanent,a,vowel,J,consanent
187,Al Jemailiya,Al Jemailiyans,ns,A,Al,Al ,Al J,a,ya,iya,liya,vowel,vowel,12,l,consanent, ,consanent,J,consanent,y,consanent,i,vowel,l,consanent
188,Al Kharrara,Al Kharrarans,ns,A,Al,Al ,Al K,a,ra,ara,rara,vowel,vowel,11,l,consanent, ,consanent,K,consanent,r,consanent,a,vowel,r,consanent
189,Al Khor,Al Khorians,ians,A,Al,Al ,Al K,r,or,hor,Khor,vowel,consanent,7,l,consanent, ,consanent,K,consanent,o,vowel,h,consanent,K,consanent
190,Al Khuwayr,Al Khuwayris,is,A,Al,Al ,Al K,r,yr,ayr,wayr,vowel,consanent,10,l,consanent, ,consanent,K,consanent,y,consanent,a,vowel,w,consanent
191,Al Marj,Al Marjans,ans,A,Al,Al ,Al M,j,rj,arj,Marj,vowel,consanent,7,l,consanent, ,consanent,M,consanent,r,consanent,a,vowel,M,consanent
193,Al Sheehaniya,Al Sheehaniyans,ns,A,Al,Al ,Al S,a,ya,iya,niya,vowel,vowel,13,l,consanent, ,consanent,S,consanent,y,consanent,i,vowel,n,consanent
194,Al Thakhira,Al Thakhirans,ns,A,Al,Al ,Al T,a,ra,ira,hira,vowel,vowel,11,l,consanent, ,consanent,T,consanent,r,consanent,i,vowel,h,consanent
195,Al Thumama,Al Thumamans,ns,A,Al,Al ,Al T,a,ma,ama,mama,vowel,vowel,10,l,consanent, ,consanent,T,consanent,m,consanent,a,vowel,m,consanent
196,Al Ubayyid,Al Ubayyidians,ians,A,Al,Al ,Al U,d,id,yid,yyid,vowel,consanent,10,l,consanent, ,consanent,U,vowel,i,vowel,y,consanent,y,consanent
197,Al Wakrah,Al Wakrahans,ans,A,Al,Al ,Al W,h,ah,rah,krah,vowel,consanent,9,l,consanent, ,consanent,W,consanent,a,vowel,r,consanent,k,consanent
198,Al Wukair,Al Wukairis,is,A,Al,Al ,Al W,r,ir,air,kair,vowel,consanent,9,l,consanent, ,consanent,W,consanent,i,vowel,a,vowel,k,consanent
199,Alajuela,Alajuelans,ns,A,Al,Ala,Alaj,a,la,ela,uela,vowel,vowel,8,l,consanent,a,vowel,j,consanent,l,consanent,e,vowel,u,vowel
200,Alaska,Alaskans,ns,A,Al,Ala,Alas,a,ka,ska,aska,vowel,vowel,6,l,consanent,a,vowel,s,consanent,k,consanent,s,consanent,a,vowel
201,Alatskivi,Alatskivilians,lians,A,Al,Ala,Alat,i,vi,ivi,kivi,vowel,vowel,9,l,consanent,a,vowel,t,consanent,v,consanent,i,vowel,k,consanent
202,Alba,Albai,i,A,Al,Alb,Alba,a,ba,lba,Alba,vowel,vowel,4,l,consanent,b,consanent,a,vowel,b,consanent,l,consanent,A,vowel
203,Albacete,Albacetenos,nos,A,Al,Alb,Alba,e,te,ete,cete,vowel,vowel,8,l,consanent,b,consanent,a,vowel,t,consanent,e,vowel,c,consanent
204,Al-Baha,Al-Bahans,ns,A,Al,Al-,Al-B,a,ha,aha,Baha,vowel,vowel,7,l,consanent,-,consanent,B,consanent,h,consanent,a,vowel,B,consanent
205,Al-Bahah,Al-Bahahis,is,A,Al,Al-,Al-B,h,ah,hah,ahah,vowel,consanent,8,l,consanent,-,consanent,B,consanent,a,vowel,h,consanent,a,vowel
206,Alberta,Albertans,ns,A,Al,Alb,Albe,a,ta,rta,erta,vowel,vowel,7,l,consanent,b,consanent,e,vowel,t,consanent,r,consanent,e,vowel
207,Albertslund,Albertslunders,ers,A,Al,Alb,Albe,d,nd,und,lund,vowel,consanent,11,l,consanent,b,consanent,e,vowel,n,consanent,u,vowel,l,consanent
209,Albuquerque,Albuquerqueans,ans,A,Al,Alb,Albu,e,ue,que,rque,vowel,vowel,11,l,consanent,b,consanent,u,vowel,u,vowel,q,consanent,r,consanent
210,Alcorcon,Alcorconenses,enses,A,Al,Alc,Alco,n,on,con,rcon,vowel,consanent,8,l,consanent,c,consanent,o,vowel,o,vowel,c,consanent,r,consanent
211,Al-Dammam,Al-Dammamis,is,A,Al,Al-,Al-D,m,am,mam,mmam,vowel,consanent,9,l,consanent,-,consanent,D,consanent,a,vowel,m,consanent,m,consanent
212,Al-Dhahran,Al-Dhahranis,is,A,Al,Al-,Al-D,n,an,ran,hran,vowel,consanent,10,l,consanent,-,consanent,D,consanent,a,vowel,r,consanent,h,consanent
213,Aleg,Alegois,ois,A,Al,Ale,Aleg,g,eg,leg,Aleg,vowel,consanent,4,l,consanent,e,vowel,g,consanent,e,vowel,l,consanent,A,vowel
215,Alexandria,Alexandrians,ns,A,Al,Ale,Alex,a,ia,ria,dria,vowel,vowel,10,l,consanent,e,vowel,x,consanent,i,vowel,r,consanent,d,consanent
217,Alger,Algerois,ois,A,Al,Alg,Alge,r,er,ger,lger,vowel,consanent,5,l,consanent,g,consanent,e,vowel,e,vowel,g,consanent,l,consanent
218,Algeria, Algerians,ns,A,Al,Alg,Alge,a,ia,ria,eria,vowel,vowel,7,l,consanent,g,consanent,e,vowel,i,vowel,r,consanent,e,vowel
219,Al-Ghat,Al-Ghatis,is,A,Al,Al-,Al-G,t,at,hat,Ghat,vowel,consanent,7,l,consanent,-,consanent,G,consanent,a,vowel,h,consanent,G,consanent
220,Al-Hareeq,Al-Hareeqis,is,A,Al,Al-,Al-H,q,eq,eeq,reeq,vowel,consanent,9,l,consanent,-,consanent,H,consanent,e,vowel,e,vowel,r,consanent
221,Al-Hofuf,Al-Hofufis,is,A,Al,Al-,Al-H,f,uf,fuf,ofuf,vowel,consanent,8,l,consanent,-,consanent,H,consanent,u,vowel,f,consanent,o,vowel
222,Al-Hufuf,Al-Hufufis,is,A,Al,Al-,Al-H,f,uf,fuf,ufuf,vowel,consanent,8,l,consanent,-,consanent,H,consanent,u,vowel,f,consanent,u,vowel
223,Ali Sabieh,Ali Sabiehians,ians,A,Al,Ali,Ali ,h,eh,ieh,bieh,vowel,consanent,10,l,consanent,i,vowel, ,consanent,e,vowel,i,vowel,b,consanent
224,Alice Town,Alice Towners,ers,A,Al,Ali,Alic,n,wn,own,Town,vowel,consanent,10,l,consanent,i,vowel,c,consanent,w,consanent,o,vowel,T,consanent
225,Aligarh,Aligarhite,ite,A,Al,Ali,Alig,h,rh,arh,garh,vowel,consanent,7,l,consanent,i,vowel,g,consanent,r,consanent,a,vowel,g,consanent
226,Alingsas,Alingsasians,ians,A,Al,Ali,Alin,s,as,sas,gsas,vowel,consanent,8,l,consanent,i,vowel,n,consanent,a,vowel,s,consanent,g,consanent
227,Al-Jawf,Al-Jawfis,is,A,Al,Al-,Al-J,f,wf,awf,Jawf,vowel,consanent,7,l,consanent,-,consanent,J,consanent,w,consanent,a,vowel,J,consanent
228,Al-Jubail,Al-Jubailis,is,A,Al,Al-,Al-J,l,il,ail,bail,vowel,consanent,9,l,consanent,-,consanent,J,consanent,i,vowel,a,vowel,b,consanent
229,Al-Khafji,Al-Khafjis,s,A,Al,Al-,Al-K,i,ji,fji,afji,vowel,vowel,9,l,consanent,-,consanent,K,consanent,j,consanent,f,consanent,a,vowel
230,Al-Kharj,Al-Kharjis,is,A,Al,Al-,Al-K,j,rj,arj,harj,vowel,consanent,8,l,consanent,-,consanent,K,consanent,r,consanent,a,vowel,h,consanent
231,Al-Khobar,Al-Khobaris,is,A,Al,Al-,Al-K,r,ar,bar,obar,vowel,consanent,9,l,consanent,-,consanent,K,consanent,a,vowel,b,consanent,o,vowel
233,All Saints,All Saintsians,ians,A,Al,All,All ,s,ts,nts,ints,vowel,consanent,10,l,consanent,l,consanent, ,consanent,t,consanent,n,consanent,i,vowel
234,Allada,Alladans,ns,A,Al,All,Alla,a,da,ada,lada,vowel,vowel,6,l,consanent,l,consanent,a,vowel,d,consanent,a,vowel,l,consanent
235,Allahabad,Allahabadi,i,A,Al,All,Alla,d,ad,bad,abad,vowel,consanent,9,l,consanent,l,consanent,a,vowel,a,vowel,b,consanent,a,vowel
236,Allerheiligenberg,Allerheiligenberger,er,A,Al,All,Alle,g,rg,erg,berg,vowel,consanent,17,l,consanent,l,consanent,e,vowel,r,consanent,e,vowel,b,consanent
237,Allerod,Allerodians,ians,A,Al,All,Alle,d,od,rod,erod,vowel,consanent,7,l,consanent,l,consanent,e,vowel,o,vowel,r,consanent,e,vowel
238,Allschwil,Allschwiler,er,A,Al,All,Alls,l,il,wil,hwil,vowel,consanent,9,l,consanent,l,consanent,s,consanent,i,vowel,w,consanent,h,consanent
239,Almada,Almadaenses,enses,A,Al,Alm,Alma,a,da,ada,mada,vowel,vowel,6,l,consanent,m,consanent,a,vowel,d,consanent,a,vowel,m,consanent
240,Al-Majma'ah,Al-Majma'ahis,is,A,Al,Al-,Al-M,h,ah,'ah,a'ah,vowel,consanent,11,l,consanent,-,consanent,M,consanent,a,vowel,',consanent,a,vowel
241,Almaty,Almatyans,ans,A,Al,Alm,Alma,y,ty,aty,maty,vowel,consanent,6,l,consanent,m,consanent,a,vowel,t,consanent,a,vowel,m,consanent
242,Almirante,Almirantenos,nos,A,Al,Alm,Almi,e,te,nte,ante,vowel,vowel,9,l,consanent,m,consanent,i,vowel,t,consanent,n,consanent,a,vowel
243,Al-Najran,Al-Najranis,is,A,Al,Al-,Al-N,n,an,ran,jran,vowel,consanent,9,l,consanent,-,consanent,N,consanent,a,vowel,r,consanent,j,consanent
244,Al-Namas,Al-Namasis,is,A,Al,Al-,Al-N,s,as,mas,amas,vowel,consanent,8,l,consanent,-,consanent,N,consanent,a,vowel,m,consanent,a,vowel
245,Alor Setar,Alor Setarians,ians,A,Al,Alo,Alor,r,ar,tar,etar,vowel,consanent,10,l,consanent,o,vowel,r,consanent,a,vowel,t,consanent,e,vowel
246,Alpharetta,Alpharettans,ns,A,Al,Alp,Alph,a,ta,tta,etta,vowel,vowel,10,l,consanent,p,consanent,h,consanent,t,consanent,t,consanent,e,vowel
247,Al-Qassim,Al-Qassimis,is,A,Al,Al-,Al-Q,m,im,sim,ssim,vowel,consanent,9,l,consanent,-,consanent,Q,consanent,i,vowel,s,consanent,s,consanent
248,Al-Qatif,Al-Qatifis,is,A,Al,Al-,Al-Q,f,if,tif,atif,vowel,consanent,8,l,consanent,-,consanent,Q,consanent,i,vowel,t,consanent,a,vowel
249,Al-Qunfudhah,Al-Qunfudhahis,is,A,Al,Al-,Al-Q,h,ah,hah,dhah,vowel,consanent,12,l,consanent,-,consanent,Q,consanent,a,vowel,h,consanent,d,consanent
250,Al-Qurayyat,Al-Qurayyatis,is,A,Al,Al-,Al-Q,t,at,yat,yyat,vowel,consanent,11,l,consanent,-,consanent,Q,consanent,a,vowel,y,consanent,y,consanent
251,Al-Rass,Al-Rassis,is,A,Al,Al-,Al-R,s,ss,ass,Rass,vowel,consanent,7,l,consanent,-,consanent,R,consanent,s,consanent,a,vowel,R,consanent
253,Altai,Altaians,ans,A,Al,Alt,Alta,i,ai,tai,ltai,vowel,vowel,5,l,consanent,t,consanent,a,vowel,a,vowel,t,consanent,l,consanent
254,Al-Ula,Al-Ulans,ns,A,Al,Al-,Al-U,a,la,Ula,-Ula,vowel,vowel,6,l,consanent,-,consanent,U,vowel,l,consanent,U,vowel,-,consanent
255,Al-Uyaynah,Al-Uyaynahis,is,A,Al,Al-,Al-U,h,ah,nah,ynah,vowel,consanent,10,l,consanent,-,consanent,U,vowel,a,vowel,n,consanent,y,consanent
256,Amagasaki,Amagasakians,ans,A,Am,Ama,Amag,i,ki,aki,saki,vowel,vowel,9,m,consanent,a,vowel,g,consanent,k,consanent,a,vowel,s,consanent
257,Amal,Amalians,ians,A,Am,Ama,Amal,l,al,mal,Amal,vowel,consanent,4,m,consanent,a,vowel,l,consanent,a,vowel,m,consanent,A,vowel
258,Amapa,Amapaenses,enses,A,Am,Ama,Amap,a,pa,apa,mapa,vowel,vowel,5,m,consanent,a,vowel,p,consanent,p,consanent,a,vowel,m,consanent
259,Amarillo,Amarilloans,ans,A,Am,Ama,Amar,o,lo,llo,illo,vowel,vowel,8,m,consanent,a,vowel,r,consanent,l,consanent,l,consanent,i,vowel
260,Amasya,Amasyali,li,A,Am,Ama,Amas,a,ya,sya,asya,vowel,vowel,6,m,consanent,a,vowel,s,consanent,y,consanent,s,consanent,a,vowel
261,Ambanja,Ambanjans,ns,A,Am,Amb,Amba,a,ja,nja,anja,vowel,vowel,7,m,consanent,b,consanent,a,vowel,j,consanent,n,consanent,a,vowel
262,Ambatofinandrahana,Ambatofinandrahanans,ns,A,Am,Amb,Amba,a,na,ana,hana,vowel,vowel,18,m,consanent,b,consanent,a,vowel,n,consanent,a,vowel,h,consanent
263,Ambatondrazaka,Ambatondrazakans,ns,A,Am,Amb,Amba,a,ka,aka,zaka,vowel,vowel,14,m,consanent,b,consanent,a,vowel,k,consanent,a,vowel,z,consanent
264,Ambattur,Ambatturian,ian,A,Am,Amb,Amba,r,ur,tur,ttur,vowel,consanent,8,m,consanent,b,consanent,a,vowel,u,vowel,t,consanent,t,consanent
265,Amberg,Ambergers,ers,A,Am,Amb,Ambe,g,rg,erg,berg,vowel,consanent,6,m,consanent,b,consanent,e,vowel,r,consanent,e,vowel,b,consanent
266,Ambergris Cay,Ambergris Cay Islanders,islanders,A,Am,Amb,Ambe,y,ay,Cay, Cay,vowel,consanent,13,m,consanent,b,consanent,e,vowel,a,vowel,C,consanent, ,consanent
267,Ambohidratrimo,Ambohidratrimolians,lians,A,Am,Amb,Ambo,o,mo,imo,rimo,vowel,vowel,14,m,consanent,b,consanent,o,vowel,m,consanent,i,vowel,r,consanent
268,Ambon,Ambonnese,nese,A,Am,Amb,Ambo,n,on,bon,mbon,vowel,consanent,5,m,consanent,b,consanent,o,vowel,o,vowel,b,consanent,m,consanent
269,Ambositra,Ambositrans,ns,A,Am,Amb,Ambo,a,ra,tra,itra,vowel,vowel,9,m,consanent,b,consanent,o,vowel,r,consanent,t,consanent,i,vowel
270,Amersfoort,Amersfoorters,ers,A,Am,Ame,Amer,t,rt,ort,oort,vowel,consanent,10,m,consanent,e,vowel,r,consanent,r,consanent,o,vowel,o,vowel
271,Amhara,Amharas,s,A,Am,Amh,Amha,a,ra,ara,hara,vowel,vowel,6,m,consanent,h,consanent,a,vowel,r,consanent,a,vowel,h,consanent
272,Amlame,Amlameens,ens,A,Am,Aml,Amla,e,me,ame,lame,vowel,vowel,6,m,consanent,l,consanent,a,vowel,m,consanent,a,vowel,l,consanent
273,Amman,Ammani,i,A,Am,Amm,Amma,n,an,man,mman,vowel,consanent,5,m,consanent,m,consanent,a,vowel,a,vowel,m,consanent,m,consanent
274,Amnat Charoen,Amnat Charoenians,ians,A,Am,Amn,Amna,n,en,oen,roen,vowel,consanent,13,m,consanent,n,consanent,a,vowel,e,vowel,o,vowel,r,consanent
275,Amol,Amoli,i,A,Am,Amo,Amol,l,ol,mol,Amol,vowel,consanent,4,m,consanent,o,vowel,l,consanent,o,vowel,m,consanent,A,vowel
276,Amparafaravola,Amparafaravolans,ns,A,Am,Amp,Ampa,a,la,ola,vola,vowel,vowel,14,m,consanent,p,consanent,a,vowel,l,consanent,o,vowel,v,consanent
277,Amran,Amrani,i,A,Am,Amr,Amra,n,an,ran,mran,vowel,consanent,5,m,consanent,r,consanent,a,vowel,a,vowel,r,consanent,m,consanent
278,Amravati,Amravatikar,kar,A,Am,Amr,Amra,i,ti,ati,vati,vowel,vowel,8,m,consanent,r,consanent,a,vowel,t,consanent,a,vowel,v,consanent
279,Amritsar,Amritsari,i,A,Am,Amr,Amri,r,ar,sar,tsar,vowel,consanent,8,m,consanent,r,consanent,i,vowel,a,vowel,s,consanent,t,consanent
281,Amstetten,Amstetteners,ers,A,Am,Ams,Amst,n,en,ten,tten,vowel,consanent,9,m,consanent,s,consanent,t,consanent,e,vowel,t,consanent,t,consanent
282,Anaheim,Anaheimers,ers,A,An,Ana,Anah,m,im,eim,heim,vowel,consanent,7,n,consanent,a,vowel,h,consanent,i,vowel,e,vowel,h,consanent
283,Anak,Anakites,ites,A,An,Ana,Anak,k,ak,nak,Anak,vowel,consanent,4,n,consanent,a,vowel,k,consanent,a,vowel,n,consanent,A,vowel
284,Anbar,Anbaris,is,A,An,Anb,Anba,r,ar,bar,nbar,vowel,consanent,5,n,consanent,b,consanent,a,vowel,a,vowel,b,consanent,n,consanent
286,Anchorage,Anchorageans,ans,A,An,Anc,Anch,e,ge,age,rage,vowel,vowel,9,n,consanent,c,consanent,h,consanent,g,consanent,a,vowel,r,consanent
287,Andalusia,Andalusians,ns,A,An,And,Anda,a,ia,sia,usia,vowel,vowel,9,n,consanent,d,consanent,a,vowel,i,vowel,s,consanent,u,vowel
288,Andijan,Andijanis,is,A,An,And,Andi,n,an,jan,ijan,vowel,consanent,7,n,consanent,d,consanent,i,vowel,a,vowel,j,consanent,i,vowel
289,Andkhoy,Andkhoyi,i,A,An,And,Andk,y,oy,hoy,khoy,vowel,consanent,7,n,consanent,d,consanent,k,consanent,o,vowel,h,consanent,k,consanent
290,Andros,Androsians,ians,A,An,And,Andr,s,os,ros,dros,vowel,consanent,6,n,consanent,d,consanent,r,consanent,o,vowel,r,consanent,d,consanent
291,Andros Town,Andros Towners,ers,A,An,And,Andr,n,wn,own,Town,vowel,consanent,11,n,consanent,d,consanent,r,consanent,w,consanent,o,vowel,T,consanent
292,Aneho,Anehoens,ens,A,An,Ane,Aneh,o,ho,eho,neho,vowel,vowel,5,n,consanent,e,vowel,h,consanent,h,consanent,e,vowel,n,consanent
293,Ang Mo Kio,Ang Mo Kioans,ans,A,An,Ang,Ang ,o,io,Kio, Kio,vowel,vowel,10,n,consanent,g,consanent, ,consanent,i,vowel,K,consanent, ,consanent
294,Ange,Anges,s,A,An,Ang,Ange,e,ge,nge,Ange,vowel,vowel,4,n,consanent,g,consanent,e,vowel,g,consanent,n,consanent,A,vowel
295,Angelholm,Angelholmsians,sians,A,An,Ang,Ange,m,lm,olm,holm,vowel,consanent,9,n,consanent,g,consanent,e,vowel,l,consanent,o,vowel,h,consanent
296,Angoche,Angochenses,nses,A,An,Ang,Ango,e,he,che,oche,vowel,vowel,7,n,consanent,g,consanent,o,vowel,h,consanent,c,consanent,o,vowel
297,Angren,Angrenis,is,A,An,Ang,Angr,n,en,ren,gren,vowel,consanent,6,n,consanent,g,consanent,r,consanent,e,vowel,r,consanent,g,consanent
298,Anguilla,Anguillans,ns,A,An,Ang,Angu,a,la,lla,illa,vowel,vowel,8,n,consanent,g,consanent,u,vowel,l,consanent,l,consanent,i,vowel
299,Anju,Anjuites,ites,A,An,Anj,Anju,u,ju,nju,Anju,vowel,vowel,4,n,consanent,j,consanent,u,vowel,j,consanent,n,consanent,A,vowel
300,Ankara,Ankarali,li,A,An,Ank,Anka,a,ra,ara,kara,vowel,vowel,6,n,consanent,k,consanent,a,vowel,r,consanent,a,vowel,k,consanent
301,Ankazohambo,Ankazohambolians,lians,A,An,Ank,Anka,o,bo,mbo,ambo,vowel,vowel,11,n,consanent,k,consanent,a,vowel,b,consanent,m,consanent,a,vowel
302,Ankazomanga,Ankazomangans,ns,A,An,Ank,Anka,a,ga,nga,anga,vowel,vowel,11,n,consanent,k,consanent,a,vowel,g,consanent,n,consanent,a,vowel
303,Ankazomiray,Ankazomirayans,ans,A,An,Ank,Anka,y,ay,ray,iray,vowel,consanent,11,n,consanent,k,consanent,a,vowel,a,vowel,r,consanent,i,vowel
304,Ankazomiray-dranovana,Ankazomiray-dranovanans,ns,A,An,Ank,Anka,a,na,ana,vana,vowel,vowel,21,n,consanent,k,consanent,a,vowel,n,consanent,a,vowel,v,consanent
305,Ankazomitondro,Ankazomitondroians,ians,A,An,Ank,Anka,o,ro,dro,ndro,vowel,vowel,14,n,consanent,k,consanent,a,vowel,r,consanent,d,consanent,n,consanent
306,Ankazomitondro-dranovana,Ankazomitondro-dranovanans,ns,A,An,Ank,Anka,a,na,ana,vana,vowel,vowel,24,n,consanent,k,consanent,a,vowel,n,consanent,a,vowel,v,consanent
307,Ankazomivoky-dranovana,Ankazomivoky-dranovanans,ns,A,An,Ank,Anka,a,na,ana,vana,vowel,vowel,22,n,consanent,k,consanent,a,vowel,n,consanent,a,vowel,v,consanent
308,Ankazondriana,Ankazondrianans,ns,A,An,Ank,Anka,a,na,ana,iana,vowel,vowel,13,n,consanent,k,consanent,a,vowel,n,consanent,a,vowel,i,vowel
309,Ankazondro,Ankazondroians,ians,A,An,Ank,Anka,o,ro,dro,ndro,vowel,vowel,10,n,consanent,k,consanent,a,vowel,r,consanent,d,consanent,n,consanent
310,Ankazondroin-dranovana,Ankazondroin-dranovanans,ns,A,An,Ank,Anka,a,na,ana,vana,vowel,vowel,22,n,consanent,k,consanent,a,vowel,n,consanent,a,vowel,v,consanent
311,Ankazotsara,Ankazotsarans,ns,A,An,Ank,Anka,a,ra,ara,sara,vowel,vowel,11,n,consanent,k,consanent,a,vowel,r,consanent,a,vowel,s,consanent
312,Anna Regina,Anna Reginans,ns,A,An,Ann,Anna,a,na,ina,gina,vowel,vowel,11,n,consanent,n,consanent,a,vowel,n,consanent,i,vowel,g,consanent
313,Annobon,Annobonese,ese,A,An,Ann,Anno,n,on,bon,obon,vowel,consanent,7,n,consanent,n,consanent,o,vowel,o,vowel,b,consanent,o,vowel
314,Anqing,Anqinger,er,A,An,Anq,Anqi,g,ng,ing,qing,vowel,consanent,6,n,consanent,q,consanent,i,vowel,n,consanent,i,vowel,q,consanent
315,Ansbach,Ansbachers,ers,A,An,Ans,Ansb,h,ch,ach,bach,vowel,consanent,7,n,consanent,s,consanent,b,consanent,c,consanent,a,vowel,b,consanent
316,Anse La Raye,Anse La Rayeans,ans,A,An,Ans,Anse,e,ye,aye,Raye,vowel,vowel,12,n,consanent,s,consanent,e,vowel,y,consanent,a,vowel,R,consanent
317,Anse-a-Pitres,Anse-a-Pitresois,ois,A,An,Ans,Anse,s,es,res,tres,vowel,consanent,13,n,consanent,s,consanent,e,vowel,e,vowel,r,consanent,t,consanent
319,Anse-d'Hainault,Anse-d'Hainaultois,ois,A,An,Ans,Anse,t,lt,ult,ault,vowel,consanent,15,n,consanent,s,consanent,e,vowel,l,consanent,u,vowel,a,vowel
320,Ansfelden,Ansfeldeners,ers,A,An,Ans,Ansf,n,en,den,lden,vowel,consanent,9,n,consanent,s,consanent,f,consanent,e,vowel,d,consanent,l,consanent
321,Anshan,Anshanese,ese,A,An,Ans,Ansh,n,an,han,shan,vowel,consanent,6,n,consanent,s,consanent,h,consanent,a,vowel,h,consanent,s,consanent
322,Anshun,Anshuner,er,A,An,Ans,Ansh,n,un,hun,shun,vowel,consanent,6,n,consanent,s,consanent,h,consanent,u,vowel,h,consanent,s,consanent
323,Ansongo,Ansongois,is,A,An,Ans,Anso,o,go,ngo,ongo,vowel,vowel,7,n,consanent,s,consanent,o,vowel,g,consanent,n,consanent,o,vowel
324,Antalya,Antalyali,li,A,An,Ant,Anta,a,ya,lya,alya,vowel,vowel,7,n,consanent,t,consanent,a,vowel,y,consanent,l,consanent,a,vowel
325,Antony,Antonyens,ens,A,An,Ant,Anto,y,ny,ony,tony,vowel,consanent,6,n,consanent,t,consanent,o,vowel,n,consanent,o,vowel,t,consanent
326,Antrim,Antrimer,er,A,An,Ant,Antr,m,im,rim,trim,vowel,consanent,6,n,consanent,t,consanent,r,consanent,i,vowel,r,consanent,t,consanent
